№;x0;x1;x2;x3;x4;x5;x6;x7;x8;x9;Teta
0;0;0;0;0;0;0;0;0;0;0;0;1;0,00;-бесконечность;;
1;0;1;0;0;0;0;0;0;0;0;0,1;0,9;0,11;-2,20;;
2;1;1;0;0;1;0;1;0;0;0;0,4;0,6;0,67;-0,41;;
3;0;0;1;1;0;0;0;0;0;0;0,2;0,8;0,25;-1,39;;
4;0;0;0;1;0;0;0;0;0;0;0,1;0,9;0,11;-2,20;;
5;0;0;1;0;0;0;1;0;0;0;0,2;0,8;0,25;-1,39;;
6;0;0;0;0;0;0;0;0;0;0;0;1;0,00;-бесконечность;;
7;0;0;0;0;0;0;1;0;0;0;0,1;0,9;0,11;-2,20;;
8;0;1;0;0;0;0;0;0;0;0;0,1;0,9;0,11;-2,20;;
9;1;0;1;1;0;0;0;0;0;0;0,3;0,7;0,43;-0,85;;
10;0;0;0;0;0;0;0;0;0;0;0;1;0,00;-бесконечность;;
11;0;0;0;0;0;0;1;0;0;0;0,1;0,9;0,11;-2,20;;
12;0;0;0;1;0;0;1;0;0;0;0,2;0,8;0,25;-1,39;;
13;0;0;0;0;0;0;0;1;0;0;0,1;0,9;0,11;-2,20;;
14;1;1;0;0;1;1;0;0;0;0;0,4;0,6;0,67;-0,41;;
15;0;0;0;0;1;0;0;0;0;0;0,1;0,9;0,11;-2,20;;
16;1;0;0;0;0;0;0;1;0;0;0,2;0,8;0,25;-1,39;;
17;1;1;1;1;1;0;0;0;1;0;0,6;0,4;1,50;0,41;;
18;0;0;0;1;1;0;0;0;0;0;0,2;0,8;0,25;-1,39;;
19;1;0;0;0;0;0;0;0;0;0;0,1;0,9;0,11;-2,20;;
20;0;0;1;0;0;0;0;0;0;0;0,1;0,9;0,11;-2,20;;
21;1;0;1;1;0;0;1;0;0;0;0,4;0,6;0,67;-0,41;;
22;0;0;0;0;1;0;0;0;0;0;0,1;0,9;0,11;-2,20;;
23;0;0;1;0;0;1;0;0;0;0;0,2;0,8;0,25;-1,39;;
24;1;1;1;0;0;0;0;1;0;1;0,5;0,5;1,00;0,00;;
25;1;0;1;0;0;0;1;0;0;0;0,3;0,7;0,43;-0,85;;
26;0;0;1;0;0;1;1;0;0;0;0,3;0,7;0,43;-0,85;;
27;0;0;0;1;0;0;1;0;1;0;0,3;0,7;0,43;-0,85;;
28;0;1;0;0;1;1;0;0;1;1;0,5;0,5;1,00;0,00;;
29;1;1;0;1;1;0;1;0;1;0;0,6;0,4;1,50;0,41;;
30;0;1;1;0;1;1;1;1;1;0;0,7;0,3;2,33;0,85;;
31;1;0;1;0;0;0;1;0;0;0;0,3;0,7;0,43;-0,85;;
32;0;0;1;1;1;0;1;0;1;0;0,5;0,5;1,00;0,00;;
33;0;1;0;0;0;0;1;0;0;1;0,3;0,7;0,43;-0,85;;
34;1;0;1;0;0;0;0;1;1;0;0,4;0,6;0,67;-0,41;;
35;0;0;0;0;0;1;0;0;0;0;0,1;0,9;0,11;-2,20;;
36;1;1;1;1;0;1;0;0;0;0;0,5;0,5;1,00;0,00;;
37;1;1;0;1;0;0;1;0;0;0;0,4;0,6;0,67;-0,41;;
38;0;1;1;0;0;1;1;1;0;0;0,5;0,5;1,00;0,00;;
39;0;1;1;1;1;0;0;0;0;0;0,4;0,6;0,67;-0,41;;
40;0;1;1;0;1;1;0;0;0;0;0,4;0,6;0,67;-0,41;;
41;0;0;1;0;1;0;0;0;0;0;0,2;0,8;0,25;-1,39;;
42;1;0;0;1;1;0;1;0;1;0;0,5;0,5;1,00;0,00;;
43;1;1;1;0;1;0;0;0;1;0;0,5;0,5;1,00;0,00;;
44;1;1;1;0;0;0;1;1;0;1;0,6;0,4;1,50;0,41;;
45;0;1;1;0;1;1;1;1;1;0;0,7;0,3;2,33;0,85;;
46;1;1;1;0;1;0;1;1;1;0;0,7;0,3;2,33;0,85;;
47;1;1;1;0;1;0;1;0;1;0;0,6;0,4;1,50;0,41;;
48;1;0;1;1;0;1;1;1;0;0;0,6;0,4;1,50;0,41;;
49;1;1;1;1;1;1;1;1;1;1;1;0;бесконечность;бесконечность;;
w;29,0;29,0;24,0;34,0;31,0;38,0;27,0;39,0;37,0;45,0;
p;0,4;0,4;0,5;0,3;0,4;0,2;0,5;0,2;0,3;0,1;
b;0,3;0,3;-0,1;0,8;0,5;1,2;0,2;1,3;1,0;2,2;
